sku	product_name	category	prev_year_cost	prev_year_price	prev_year_margin	new_cost	prev_year_sales	win_rate
ACD-OA-500ML-IND	Oleic Acid, Industrial Grade, 500 mL	Acids	6.62	9.05	0.2683	7.21	0	
SOL-CHLO-1G-ACS	Chloroform, ACS Reagent Grade, 1 Gal	Solvents	74.97	110.3	0.3203	79.39	0	
WTR-SB-55G-TECH	Sodium Bisulfite (38%), 55 Gal Drum	Water Treatment	835.2	1244.16	0.3287	855.39	0	
SAL-CC-25KG-TECH	Calcium Chloride (Flake), 25 kg Bag	Salts & Inorganic Compounds	112.87	151.63	0.2556	107.5	0	
WTR-AC-500G-IND-2	Activated Carbon (Powdered), Industrial Grade, 500 g	Water Treatment	6.49	9.49	0.3162	7.13	679351.74	0.3518
SAL-SN-25KG-TECH	Sodium Nitrate, 25 kg Bag	Salts & Inorganic Compounds	152.07	202.53	0.2492	155.94	0	
BAS-SB-50LB-TECH	Sodium Bicarbonate, 50 lb Bag	Bases & Alkalis	91.35	131.68	0.3063	98.65	37640.96	0.646
ACD-SA-2P5KG-IND-2	Salicylic Acid, Industrial Grade, 2.5 kg	Acids	41.18	67.9	0.3936	42.36	50178.21	0.95
SOL-DS-55G-IND	Dimethyl Sulfoxide (DMSO), Industrial Grade, 55 Gal Drum	Solvents	2272.36	3066.49	0.259	2443.73	0	
OXD-AP-2P5KG-IND	Ammonium Persulfate, Industrial Grade, 2.5 kg	Industrial Gases & Oxidizers	32.66	48.08	0.3207	33.02	0	
ACD-BA-50LB-TECH	Boric Acid, 50 lb Bag	Acids	139.05	188.35	0.2617	177.79	25618.17	0.4836
ACD-SA-50LB-TECH	Stearic Acid, 50 lb Bag	Acids	163.48	229.19	0.2867	166.27	0	
SOL-1-5G-TECH	1,4-Dioxane, 5 Gal	Solvents	272.99	392.83	0.3051	292.25	0	
ADD-SA-25KG-TECH	Slip Agent (Erucamide), 25 kg Bag	Plasticizers & Additives	323.05	477.55	0.3235	298.47	0	
ACD-CA-25KG-IND-2	Chromic Acid, Industrial Grade, 25 kg Bag	Acids	559.17	747.61	0.2521	586.38	28686.14	0.4732
SOL-ACET-1G-IND	Acetone, Industrial Grade, 1 Gal	Solvents	29.37	43.87	0.3305	27.59	434752.19	0.627
SOL-N-ME-1G-IND	N-Methyl-2-Pyrrolidone (NMP), Industrial Grade, 1 Gal	Solvents	89.61	127.74	0.2985	95.46	0	
WTR-SH-50LB-TECH	Sodium Hexametaphosphate, 50 lb Bag	Water Treatment	153.47	235.71	0.3489	214.15	0	
ACD-AA-1G-TECH	Acetic Acid (Glacial), 1 Gal	Acids	30.23	45.53	0.336	32.48	0	
ACD-FA-500ML-IND	Formic Acid (88%), Industrial Grade, 500 mL	Acids	6.85	9.75	0.2977	8.64	5000	0.7167
BAS-PH-50LB-IND	Potassium Hydroxide, Industrial Grade, 50 lb Bag	Bases & Alkalis	147.46	179	0.1762	181.77	0	
RES-PP-5G-TECH	Polyurethane Prepolymer, 5 Gal	Resins & Polymers	299.2	559.2	0.465	317.09	0	
SOL-ACET-5G-IND	Acetone, Industrial Grade, 5 Gal	Solvents	119.38	157.69	0.2429	112.13	314518.44	0.416
ACD-BA-500G-IND	Boric Acid, Industrial Grade, 500 g	Acids	4.69	6.96	0.3265	6	10854.25	0.5888
WTR-AC-2P5KG-IND-2	Activated Carbon (Powdered), Industrial Grade, 2.5 kg	Water Treatment	29.41	43.95	0.3308	32.31	17451.34	0.5773
BAS-SC-50LB-IND	Sodium Carbonate (Soda Ash), Industrial Grade, 50 lb Bag	Bases & Alkalis	111.31	170.94	0.3488	119.4	0	
RES-VA-500ML-TECH	Vinyl Acetate-Ethylene (VAE) Emulsion, 500 mL	Resins & Polymers	5.78	8.89	0.3496	6.32	0	
BAS-AH-5G-TECH	Ammonium Hydroxide (28%), 5 Gal	Bases & Alkalis	102.29	139.67	0.2677	103.87	0	
SOL-TOLU-500ML-TECH	Toluene, 500 mL	Solvents	5.82	8.58	0.3214	6.14	13157.94	0.7785
SAL-AC-500G-TECH	Ammonium Chloride, 500 g	Salts & Inorganic Compounds	3.44	4.89	0.2967	3.51	0	
RES-SL-5G-IND	Styrene-Butadiene Latex, Industrial Grade, 5 Gal	Resins & Polymers	142.55	236.02	0.396	205.83	348971.23	0.3884
WTR-IER-50LB-IND	Ion Exchange Resin (Cation), Industrial Grade, 50 lb Bag	Water Treatment	477.46	686.17	0.3042	554.65	0	
SOL-GEP-5G-TECH	Glycol Ether PM, 5 Gal	Solvents	193.2	239.8	0.1943	201.54	0	
ACD-FA-50LB-TECH	Fumaric Acid, 50 lb Bag	Acids	233.2	306.6	0.2394	239.76	46244.01	0.4577
BAS-SM-25KG-IND	Sodium Metasilicate, Industrial Grade, 25 kg Bag	Bases & Alkalis	141.15	185.66	0.2397	147.54	0	
RES-PR-500G-TECH	Polyamide Resin, 500 g	Resins & Polymers	11.78	18.29	0.356	11.79	0	
SPC-BNC-500ML-IND	Bismuth Neodecanoate Catalyst, Industrial Grade, 500 mL	Specialty Chemicals	52.25	105.66	0.5055	52.45	0	
SOL-ACET-5G-TECH	Acetone, 5 Gal	Solvents	111.16	154.56	0.2808	104.41	3026529.77	0.4045
SOL-GEE-5G-IND	Glycol Ether EB, Industrial Grade, 5 Gal	Solvents	192.38	274.99	0.3004	210.33	65430.6	0.8131
ACD-HA-55G-TECH	Hydrochloric Acid, 55 Gal Drum	Acids	731.01	1160.94	0.3703	776.56	0	
ACD-PA-500ML-IND	Phosphoric Acid (85%), Industrial Grade, 500 mL	Acids	4.13	5.35	0.2285	4.37	9653.48	0.5376
BAS-SC-25KG-TECH	Sodium Carbonate (Soda Ash), 25 kg Bag	Bases & Alkalis	111.69	175.84	0.3648	119.81	0	
ACD-AA-5G-TECH	Acetic Acid (Glacial), 5 Gal	Acids	129.81	198.9	0.3473	139.46	0	
ACD-PA-1G-TECH	Phosphoric Acid (85%), 1 Gal	Acids	24.29	31.92	0.2391	25.72	21299.68	0.4918
SOL-CYCL-500ML-IND	Cyclohexane, Industrial Grade, 500 mL	Solvents	5.89	7.63	0.2282	6.43	354298.23	0.7766
SPC-CI-25KG-IND	Corrosion Inhibitor (Benzotriazole), Industrial Grade, 25 kg Bag	Specialty Chemicals	936.07	1845.19	0.4927	1010.2	31356.77	0.4353
BAS-TRIE-500ML-TECH	Triethanolamine (TEA), 500 mL	Bases & Alkalis	7.27	9.74	0.2538	7.72	16041.25	0.6353
WTR-TP-50LB-TECH	Trisodium Phosphate (TSP), 50 lb Bag	Water Treatment	133.02	195.8	0.3206	140.1	0	
PIG-QR-2P5KG-TECH	Quinacridone Red, 2.5 kg	Pigments & Dyes	180.3	362.94	0.5032	186.68	10288.01	0.5626
ACD-HA-5G-TECH-2	Hydrofluoric Acid (49%), 5 Gal	Acids	435.62	640.9	0.3203	522.42	0	
SOL-N-ME-55G-ACS	N-Methyl-2-Pyrrolidone (NMP), ACS Reagent Grade, 55 Gal Drum	Solvents	4556.21	5489.17	0.17	4853.61	0	
ACD-LA-5G-TECH	Lactic Acid (88%), 5 Gal	Acids	175.54	281.83	0.3771	173.85	0	
SAL-SC-25KG-USP	Sodium Chloride (Industrial), USP/NF Grade, 25 kg Bag	Salts & Inorganic Compounds	79.54	105.27	0.2445	111	0	
ACD-MA-500G-TECH	Maleic Acid, 500 g	Acids	7.53	11.27	0.3321	7.79	10768.97	0.5664
BAS-SB-50LB-IND	Sodium Bicarbonate, Industrial Grade, 50 lb Bag	Bases & Alkalis	97.4	114.86	0.152	105.18	317232.8	0.5323
ACD-BA-500G-IND-2	Benzoic Acid, Industrial Grade, 500 g	Acids	7.22	9.73	0.2578	7.36	18730.46	0.4904
SOL-MEK-500ML-TECH	Methyl Ethyl Ketone (MEK), 500 mL	Solvents	6.89	9.2	0.2512	8.73	0	
ACD-BA-2P5KG-TECH	Boric Acid, 2.5 kg	Acids	19.18	24.81	0.2268	24.52	884243.5	0.1
BAS-MO-25KG-TECH	Magnesium Oxide, 25 kg Bag	Bases & Alkalis	135.85	202.59	0.3294	143.31	0	
SOL-DE-500ML-TECH	Diethyl Ether, 500 mL	Solvents	8.27	11.11	0.2553	8.55	5000	0.95
ACD-TA-50LB-TECH	Tartaric Acid, 50 lb Bag	Acids	257.99	412.41	0.3744	276	29477.05	0.8973
SOL-DICH-500ML-TECH	Dichloromethane (DCM), 500 mL	Solvents	7.42	11.22	0.3388	7.56	0	
SAL-MC-500G-IND	Magnesium Chloride (Flake), Industrial Grade, 500 g	Salts & Inorganic Compounds	3.02	3.47	0.1285	3.22	5126.65	0.6459
SOL-PGME-5G-TECH	Propylene Glycol Methyl Ether, 5 Gal	Solvents	213.37	291.37	0.2677	232.41	988961.65	0.4929
BAS-CO-500G-TECH	Calcium Oxide (Quicklime), 500 g	Bases & Alkalis	1.88	2.56	0.2645	2.05	0	
SPC-CI-500G-IND	Corrosion Inhibitor (Benzotriazole), Industrial Grade, 500 g	Specialty Chemicals	24.33	44.07	0.4479	26.26	13766.71	0.4806
PIG-PB-500G-IND	Phthalocyanine Blue, Industrial Grade, 500 g	Pigments & Dyes	23.02	46.79	0.508	25.65	0	
SOL-2-PR-500ML-IND	2-Propanol, Industrial Grade, 500 mL	Solvents	4.07	5.27	0.2281	4.2	5000	0.5689
BAS-SH-50LB-IND	Sodium Hydroxide (Caustic Soda), Industrial Grade, 50 lb Bag	Bases & Alkalis	91.77	146.11	0.3719	103.68	23674.85	0.4938
SRF-LAD-1G-TECH	Lauric Acid Diethanolamide, 1 Gal	Surfactants & Emulsifiers	48.78	70.73	0.3104	51.9	479512.63	0.5659
SOL-TOLU-55G-IND	Toluene, Industrial Grade, 55 Gal Drum	Solvents	1408.74	2147.91	0.3441	1486.75	406734.6	0.6751
WTR-TP-2P5KG-TECH	Trisodium Phosphate (TSP), 2.5 kg	Water Treatment	17.04	27.94	0.3902	17.95	0	
PIG-CY-2P5KG-TECH	Chrome Yellow, 2.5 kg	Pigments & Dyes	35.58	60.04	0.4074	37.45	0	
BAS-CO-500G-IND	Calcium Oxide (Quicklime), Industrial Grade, 500 g	Bases & Alkalis	1.96	2.72	0.2788	2.13	0	
WTR-CH-50LB-TECH	Calcium Hypochlorite (65%), 50 lb Bag	Water Treatment	197.14	280.95	0.2983	199.23	5303.43	0.5534
PIG-IOB-2P5KG-IND	Iron Oxide Black, Industrial Grade, 2.5 kg	Pigments & Dyes	25.28	43.54	0.4193	26.43	0	
SPC-BNC-1G-IND	Bismuth Neodecanoate Catalyst, Industrial Grade, 1 Gal	Specialty Chemicals	320.24	800.48	0.5999	321.45	0	
SOL-NAPH-5G-IND	Naphtha, Industrial Grade, 5 Gal	Solvents	115.47	171.75	0.3277	123.75	0	
SAL-SC-500G-IND	Sodium Chloride (Industrial), Industrial Grade, 500 g	Salts & Inorganic Compounds	1.45	1.86	0.2196	2.02	0	
SPC-IC-5G-IND	Isocyanate Crosslinker (HDI Trimer), Industrial Grade, 5 Gal	Specialty Chemicals	478.49	882.79	0.458	501.18	0	
BAS-SS-55G-TECH	Sodium Silicate, 55 Gal Drum	Bases & Alkalis	783.62	1097.85	0.2862	927.4	75203.85	0.6309
ADD-ATC-500ML-TECH	Acetyl Tributyl Citrate (ATBC), 500 mL	Plasticizers & Additives	13.74	20.49	0.3293	14.82	8196.24	0.6254
ACD-BA-50LB-IND-2	Benzoic Acid, Industrial Grade, 50 lb Bag	Acids	238.98	341.82	0.3009	243.57	26197.8	0.8029
ADD-ANTI-500G-TECH	Antioxidant (BHT), 500 g	Plasticizers & Additives	7.44	11.06	0.3274	7.7	224223.26	0.568
SOL-ACET-55G-IND	Acetone, Industrial Grade, 55 Gal Drum	Solvents	1050.43	1461.87	0.2814	986.62	194670.5	0.855
SPC-CO-500ML-TECH-2	Calcium Octoate, 500 mL	Specialty Chemicals	13.55	41.39	0.6726	13.77	5956.36	0.583
WTR-CH-50LB-ACS	Calcium Hypochlorite (65%), ACS Reagent Grade, 50 lb Bag	Water Treatment	291.33	480.84	0.3941	294.42	13304.65	0.3738
SOL-1-5G-IND	1,4-Dioxane, Industrial Grade, 5 Gal	Solvents	271.1	403.75	0.3285	290.22	0	
RES-ARE-500ML-IND	Acrylic Resin Emulsion, Industrial Grade, 500 mL	Resins & Polymers	6.53	11.54	0.4342	6.94	0	
SOL-METH-5G-IND	Methanol, Industrial Grade, 5 Gal	Solvents	88.17	123.06	0.2835	87.41	35114.69	0.5866
ACD-SA-50LB-IND	Stearic Acid, Industrial Grade, 50 lb Bag	Acids	176.49	248.88	0.2909	179.51	0	
SOL-HEXA-55G-TECH	Hexanes, 55 Gal Drum	Solvents	1276.29	1729.68	0.2621	1347.09	0	
ADD-TP-1G-IND	Tributyl Phosphate (TBP), Industrial Grade, 1 Gal	Plasticizers & Additives	86.32	120.98	0.2865	94.29	0	
BAS-SS-1G-TECH	Sodium Silicate, 1 Gal	Bases & Alkalis	22.62	33.53	0.3253	26.77	350897.85	0.3339
WTR-AC-25KG-ACS	Activated Carbon (Granular), ACS Reagent Grade, 25 kg Bag	Water Treatment	380.51	543.96	0.3005	403.07	0	
PIG-LB-500G-TECH	Lamp Black, 500 g	Pigments & Dyes	6.46	12.63	0.4885	8.37	23768.29	0.3116
BAS-MO-50LB-TECH	Magnesium Oxide, 50 lb Bag	Bases & Alkalis	122.79	160.81	0.2364	129.53	0	
BAS-SB-2P5KG-ACS	Sodium Bicarbonate, ACS Reagent Grade, 2.5 kg	Bases & Alkalis	18.8	25.45	0.2614	20.3	6087.41	0.565
BAS-CH-50LB-ACS	Calcium Hydroxide, ACS Reagent Grade, 50 lb Bag	Bases & Alkalis	117.49	175.18	0.3293	121.78	0	
SOL-DE-55G-TECH	Diethyl Ether, 55 Gal Drum	Solvents	2013.46	2487.49	0.1906	2081.8	4207100	0.62
ADD-FR-2P5KG-TECH	Flame Retardant (DECA-BDE), 2.5 kg	Plasticizers & Additives	47.56	68.13	0.302	49.6	238004.3	0.7322
SAL-MS-500G-USP	Magnesium Sulfate (Epsom Salt), USP/NF Grade, 500 g	Salts & Inorganic Compounds	3.57	4.92	0.2748	3.76	16607.85	0.6466
PIG-PG-2P5KG-TECH	Phthalocyanine Green, 2.5 kg	Pigments & Dyes	109.32	169.76	0.356	111.89	0	
ACD-BA-25KG-IND-2	Benzoic Acid, Industrial Grade, 25 kg Bag	Acids	262.93	385.02	0.3171	267.99	21197.66	0.3435
SAL-ZC-500G-ACS	Zinc Chloride, ACS Reagent Grade, 500 g	Salts & Inorganic Compounds	8.76	12.29	0.2874	9	0	
WTR-AC-50LB-IND	Activated Carbon (Granular), Industrial Grade, 50 lb Bag	Water Treatment	251.63	420.08	0.401	266.55	0	
WTR-FS-50LB-IND	Ferrous Sulfate, Industrial Grade, 50 lb Bag	Water Treatment	65.59	97.49	0.3272	65.9	0	
BAS-SB-500G-IND	Sodium Bicarbonate, Industrial Grade, 500 g	Bases & Alkalis	3.1	4.12	0.2474	3.35	388323.21	0.3082
BAS-MONO-55G-IND	Monoethanolamine (MEA), Industrial Grade, 55 Gal Drum	Bases & Alkalis	1698.13	2205.7	0.2301	1821.33	0	
ACD-NA-500ML-IND	Nitric Acid, Industrial Grade, 500 mL	Acids	4.62	7.28	0.3651	4.81	0	
SPC-MO-500ML-TECH	Manganese Octoate, 500 mL	Specialty Chemicals	19.08	43.77	0.5641	20.64	536571.4	0.4383
SOL-DICH-5G-ACS	Dichloromethane (DCM), ACS Reagent Grade, 5 Gal	Solvents	294.29	398.73	0.2619	299.84	0	
SOL-MEK-5G-IND	Methyl Ethyl Ketone (MEK), Industrial Grade, 5 Gal	Solvents	204.97	292.19	0.2985	259.8	0	
BAS-LH-2P5KG-IND	Lithium Hydroxide, Industrial Grade, 2.5 kg	Bases & Alkalis	107.06	147.04	0.2719	125	0	
OIL-CW-500G-TECH	Carnauba Wax, 500 g	Oils & Waxes	15.42	25.92	0.405	18.06	5360.92	0.7104
SOL-TETR-55G-IND	Tetrahydrofuran (THF), Industrial Grade, 55 Gal Drum	Solvents	2835.8	3658.17	0.2248	3064.93	104855.5	0.7835
OIL-BEES-500G-IND	Beeswax (White), Industrial Grade, 500 g	Oils & Waxes	14.27	20.04	0.2879	15.66	0	
ADD-FR-500G-TECH	Flame Retardant (DECA-BDE), 500 g	Plasticizers & Additives	11.34	19.19	0.4092	11.83	9770.73	0.6801
SOL-DICH-5G-TECH	Dichloromethane (DCM), 5 Gal	Solvents	192.94	278.48	0.3072	196.58	0	
SOL-DICH-1G-IND	Dichloromethane (DCM), Industrial Grade, 1 Gal	Solvents	50.51	77.45	0.3479	51.46	0	
RES-SR-5G-IND	Silicone Resin, Industrial Grade, 5 Gal	Resins & Polymers	500.54	913.35	0.452	484.81	2112057.68	0.2472
SOL-TETR-500ML-IND	Tetrahydrofuran (THF), Industrial Grade, 500 mL	Solvents	11.92	17.87	0.3328	12.88	6222.79	0.5559
WTR-POLY-2P5KG-IND	Polyacrylamide (Anionic), Industrial Grade, 2.5 kg	Water Treatment	40.66	64.89	0.3734	42.7	0	
ACD-CA-500G-USP	Citric Acid, USP/NF Grade, 500 g	Acids	8.54	14.68	0.4183	8.77	0	
SPC-PHOT-500G-IND	Photoinitiator (TPO), Industrial Grade, 500 g	Specialty Chemicals	41.35	103.77	0.6015	43.38	0	
ACD-OA-500ML-TECH	Oleic Acid, 500 mL	Acids	6.41	8.91	0.2809	6.99	0	
WTR-IER-50LB-ACS	Ion Exchange Resin (Cation), ACS Reagent Grade, 50 lb Bag	Water Treatment	657.39	950.24	0.3082	763.67	0	
SOL-TETR-1G-TECH	Tetrahydrofuran (THF), 1 Gal	Solvents	71.89	108.39	0.3367	77.7	332112.93	0.5356
WTR-SB-5G-TECH	Sodium Bisulfite (38%), 5 Gal	Water Treatment	88.08	121.52	0.2752	90.21	0	
RES-RE-500G-TECH	Rosin Ester, 500 g	Resins & Polymers	6.11	11.16	0.4527	6.23	0	
ACD-CA-500G-TECH	Citric Acid, 500 g	Acids	5.87	8.86	0.3372	6.03	0	
SOL-PGME-5G-IND	Propylene Glycol Methyl Ether, Industrial Grade, 5 Gal	Solvents	218.75	307.35	0.2883	238.27	983858.22	0.704
SAL-AC-500G-ACS	Ammonium Chloride, ACS Reagent Grade, 500 g	Salts & Inorganic Compounds	4.96	6.52	0.239	5.06	0	
WTR-AC-25KG-TECH-2	Activated Carbon (Powdered), 25 kg Bag	Water Treatment	221.86	372.59	0.4045	243.71	1049886.09	0.5467
SAL-ZS-500G-TECH	Zinc Sulfate, 500 g	Salts & Inorganic Compounds	4.08	5.49	0.2566	4.46	0	
SAL-CS-25KG-TECH	Copper Sulfate, 25 kg Bag	Salts & Inorganic Compounds	176.26	246.25	0.2842	203.15	0	
ACD-SA-25KG-TECH-2	Salicylic Acid, 25 kg Bag	Acids	323.94	413.28	0.2162	333.22	41018.19	0.5923
ACD-SA-5G-TECH	Sulfuric Acid, 5 Gal	Acids	59.23	80.02	0.2598	61.84	5000000	0.4736
SAL-MS-25KG-IND	Magnesium Sulfate (Epsom Salt), Industrial Grade, 25 kg Bag	Salts & Inorganic Compounds	91.06	126.23	0.2786	95.99	14655.51	0.4726
BAS-SB-25KG-USP	Sodium Bicarbonate, USP/NF Grade, 25 kg Bag	Bases & Alkalis	169.2	240.72	0.2971	182.71	496879.65	0.601
BAS-AH-55G-IND	Ammonium Hydroxide (28%), Industrial Grade, 55 Gal Drum	Bases & Alkalis	948.04	1352.54	0.2991	962.7	0	
SAL-ZC-50LB-ACS	Zinc Chloride, ACS Reagent Grade, 50 lb Bag	Salts & Inorganic Compounds	304.92	456.34	0.3318	313.36	0	
ACD-BA-25KG-TECH	Boric Acid, 25 kg Bag	Acids	168	293.88	0.4283	214.81	15357.56	0.6897
ACD-GA-1G-IND	Glycolic Acid (70%), Industrial Grade, 1 Gal	Acids	58.73	85.85	0.3159	55.16	0	
SOL-MIK-55G-IND	Methyl Isobutyl Ketone (MIBK), Industrial Grade, 55 Gal Drum	Solvents	1791.03	2546.9	0.2968	1886.54	0	
BAS-PH-500G-IND	Potassium Hydroxide, Industrial Grade, 500 g	Bases & Alkalis	4.31	6.62	0.3486	5.31	0	
ADD-DP-5G-IND-2	Dimethyl Phthalate, Industrial Grade, 5 Gal	Plasticizers & Additives	197.98	351.95	0.4375	258.95	0	
ACD-BA-500G-TECH-2	Benzoic Acid, 500 g	Acids	6.59	9.19	0.2832	6.72	55640.42	0.8039
SRF-CC-1G-IND	Cetrimonium Chloride, Industrial Grade, 1 Gal	Surfactants & Emulsifiers	68.76	132.56	0.4813	82.49	0	
SAL-ZC-2P5KG-TECH	Zinc Chloride, 2.5 kg	Salts & Inorganic Compounds	25.94	35.77	0.2749	26.66	0	
SAL-AC-25KG-ACS	Ammonium Chloride, ACS Reagent Grade, 25 kg Bag	Salts & Inorganic Compounds	196.43	280	0.2985	200.49	0	
SPC-INIT-25KG-IND	Initiator (AIBN), Industrial Grade, 25 kg Bag	Specialty Chemicals	820.87	1677.97	0.5108	875.99	543870.03	0.3837
ADD-GT-500ML-IND	Glycerol Triacetate (Triacetin), Industrial Grade, 500 mL	Plasticizers & Additives	5.89	7.96	0.2605	6.48	104514.73	0.6169
ACD-TA-50LB-IND	Tartaric Acid, Industrial Grade, 50 lb Bag	Acids	277.14	410.4	0.3247	296.49	194255.02	0.5149
RES-HR-500G-IND-2	Hydrocarbon Resin (C9), Industrial Grade, 500 g	Resins & Polymers	6.66	10.37	0.3575	6.98	158520.79	0.4302
ADD-AA-25KG-TECH	Anti-Block Agent (Silica), 25 kg Bag	Plasticizers & Additives	221.01	309.26	0.2854	234.07	12044.73	0.7092
WTR-TP-500G-TECH	Trisodium Phosphate (TSP), 500 g	Water Treatment	4	6.1	0.3438	4.21	0	
SOL-MEK-5G-TECH	Methyl Ethyl Ketone (MEK), 5 Gal	Solvents	180.29	269.56	0.3312	228.52	0	
ACD-HA-1G-IND	Hydrochloric Acid, Industrial Grade, 1 Gal	Acids	21.06	27.99	0.2477	22.37	0	
SPC-OC-500ML-TECH	Organotin Catalyst (T-12), 500 mL	Specialty Chemicals	36.83	101.36	0.6366	38.28	0	
BAS-SM-2P5KG-IND	Sodium Metasilicate, Industrial Grade, 2.5 kg	Bases & Alkalis	16.13	23	0.2988	16.86	0	
SAL-ZC-25KG-TECH	Zinc Chloride, 25 kg Bag	Salts & Inorganic Compounds	225.86	279.41	0.1916	232.11	0	
SOL-DE-5G-ACS	Diethyl Ether, ACS Reagent Grade, 5 Gal	Solvents	316.75	414.48	0.2358	327.5	1294333.68	0.436
SOL-HEXA-1G-IND	Hexanes, Industrial Grade, 1 Gal	Solvents	35.01	46.94	0.2542	36.95	0	
PIG-IOR-2P5KG-IND	Iron Oxide Red, Industrial Grade, 2.5 kg	Pigments & Dyes	20.09	37.67	0.4667	21.44	118503.35	0.1843
SOL-CHLO-55G-ACS	Chloroform, ACS Reagent Grade, 55 Gal Drum	Solvents	2861.79	3646.24	0.2151	3030.44	0	
ADD-HALS-25KG-IND	Hindered Amine Light Stabilizer (HALS), Industrial Grade, 25 kg Bag	Plasticizers & Additives	1327.9	2302	0.4232	1552.61	0	
SAL-AN-2P5KG-ACS	Ammonium Nitrate, ACS Reagent Grade, 2.5 kg	Salts & Inorganic Compounds	20.1	29.04	0.3079	19.79	0	
PIG-RIO-2P5KG-IND	Red Iron Oxide (Synthetic), Industrial Grade, 2.5 kg	Pigments & Dyes	26.55	54.15	0.5097	27.29	745557.99	0.3568
SOL-METH-1G-TECH	Methanol, 1 Gal	Solvents	20.73	25.3	0.1807	20.55	153339.79	0.6583
SOL-TURP-1G-IND	Turpentine, Industrial Grade, 1 Gal	Solvents	45.7	68.5	0.3328	49.6	0	
SAL-SS-25KG-IND-2	Sodium Sulfide (60%), Industrial Grade, 25 kg Bag	Salts & Inorganic Compounds	159.88	222.94	0.2828	160.31	0	
SRF-CA-500G-TECH	Cetyl Alcohol, 500 g	Surfactants & Emulsifiers	5.76	8.18	0.2959	5.46	0	
BAS-CH-500G-ACS	Calcium Hydroxide, ACS Reagent Grade, 500 g	Bases & Alkalis	3.52	4.74	0.2571	3.65	0	
ACD-SA-500G-IND	Stearic Acid, Industrial Grade, 500 g	Acids	5.73	8.69	0.3405	5.83	0	
WTR-POLY-25KG-TECH-2	Polyacrylamide (Cationic), 25 kg Bag	Water Treatment	383.34	717.03	0.4654	431.88	0	
WTR-AC-50LB-TECH-2	Activated Carbon (Powdered), 50 lb Bag	Water Treatment	214.68	325.29	0.34	235.83	12987.94	0.3176
SRF-CA-25KG-TECH	Cetyl Alcohol, 25 kg Bag	Surfactants & Emulsifiers	207.82	387.85	0.4642	196.97	0	
SAL-PC-500G-IND	Potassium Chloride, Industrial Grade, 500 g	Salts & Inorganic Compounds	2.88	3.6	0.1991	3.04	0	
BAS-SS-500ML-TECH	Sodium Silicate, 500 mL	Bases & Alkalis	3.29	4.54	0.2756	3.89	206520.88	0.6751
WTR-PC-55G-IND	Polyaluminum Chloride (PAC), Industrial Grade, 55 Gal Drum	Water Treatment	865.59	1296.05	0.3321	917.86	0	
PIG-QR-500G-TECH	Quinacridone Red, 500 g	Pigments & Dyes	42.25	66.14	0.3612	43.75	14151.41	0.4442
SPC-CO-500ML-TECH	Cobalt Octoate (6%), 500 mL	Specialty Chemicals	21.86	41.79	0.4769	22.88	0	
WTR-FS-2P5KG-IND	Ferrous Sulfate, Industrial Grade, 2.5 kg	Water Treatment	8.89	14.54	0.3887	8.93	0	
ACD-CA-2P5KG-TECH-2	Chromic Acid, 2.5 kg	Acids	63.84	83.04	0.2312	66.95	30845.9	0.3786
SOL-MIK-1G-IND	Methyl Isobutyl Ketone (MIBK), Industrial Grade, 1 Gal	Solvents	52.45	71.17	0.263	55.25	0	
ACD-MA-25KG-ACS	Maleic Acid, ACS Reagent Grade, 25 kg Bag	Acids	429.74	717.67	0.4012	444.77	2401061.9	0.5471
SPC-FLUO-500ML-TECH	Fluorosurfactant, 500 mL	Specialty Chemicals	57.92	104.82	0.4474	81.66	0	
OXD-CP-2P5KG-TECH	Calcium Peroxide, 2.5 kg	Industrial Gases & Oxidizers	48.54	68.09	0.2871	61.58	10460.68	0.7096
ACD-OA-2P5KG-TECH	Oxalic Acid, 2.5 kg	Acids	32.56	45.81	0.2892	34.71	64711.22	0.7491
SOL-2-PR-5G-IND	2-Propanol, Industrial Grade, 5 Gal	Solvents	114.97	144.35	0.2035	118.57	645427.8	0.6372
SOL-XYLE-1G-IND	Xylene, Industrial Grade, 1 Gal	Solvents	45.75	59.8	0.235	54.69	7864.43	0.716
WTR-IER-25KG-IND	Ion Exchange Resin (Cation), Industrial Grade, 25 kg Bag	Water Treatment	525.07	760.97	0.31	609.96	0	
SOL-DS-1G-IND	Dimethyl Sulfoxide (DMSO), Industrial Grade, 1 Gal	Solvents	66.39	92.22	0.2801	71.4	0	
SRF-CC-500ML-IND	Cetrimonium Chloride, Industrial Grade, 500 mL	Surfactants & Emulsifiers	10.76	19.36	0.4443	12.91	0	
ACD-HA-1G-ACS	Hydrochloric Acid, ACS Reagent Grade, 1 Gal	Acids	29.03	38.76	0.2511	30.84	0	
BAS-MONO-500ML-IND	Monoethanolamine (MEA), Industrial Grade, 500 mL	Bases & Alkalis	6.65	8.81	0.2451	7.13	0	
ACD-NA-500ML-TECH	Nitric Acid, 500 mL	Acids	4.31	6.48	0.3346	4.48	0	
WTR-SB-5G-ACS	Sodium Bisulfite (38%), ACS Reagent Grade, 5 Gal	Water Treatment	139.78	207.89	0.3276	143.16	0	
BAS-LH-2P5KG-TECH	Lithium Hydroxide, 2.5 kg	Bases & Alkalis	100.19	140.68	0.2878	116.98	0	
